내용,결과,,긍정 댓글 수,부정 댓글 수,중립 댓글 수
지금 뉴스 팩트 체크 콘셉트 말 가능한 백신 안 맞았아도 기 질환 있다거나 지병 있는 죽 사람 이었다는 전제 먼저 깔았어야지 뉴스 백신 낫는 간접 전달 기사 언급 필수 동반 되는 했으면 백신 맞는 사망 명 불변 팩트 임 당연한 백신 보급 물질 지속 생산 가능하니까 표본 수가 많은 코로나 불규칙 이니 표본 수가 부 정확하지 않겠어 애초 백신 단일 보는 부작용 위험하다고 인식 할 정도 인 데코 로나 사망률 백신 부작용 대비 배 낮은 백 번 양보 어째 고 어째 하는 사람 코로나 백신 비교우위 하며 단 댓글 아닌 순전히 백신 부작용 지표 만 보고 말 거 비교 좋아하면 위험해도 거 비교 했으면 백 번 낫 이마 인 드 긍정 받아들일 셈 걸 뉴스 안 믿니 가는 거닉 항상 졸려서 사리 분별 못 하는 건지 지능 낮은 건지,39.14의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
차 접종 천만 명 넘는데 명 백신 때문 이라 해도 천만 명 대해 코로나 사망률 약 하면 높아지고 하면 위험하단 소리 나오지고 작 숫자 읽고 선동 되는 개 돼 리 마인드 차원 임 교육 수준 세계 최고 수준 데 스스로 판단 할 능력 부족한 사람 신념 가져서 영상 나오는 마냥 시위 하는 거,36.31의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
저명 넘는 인간 두 명 빼고 개죽음 당했지 살 만큼 산 고령 층 돌연 사야 인정 하는 청장년 층 죽는 도의 책임지는 져야지 남겨질 가족 발뺌 해서 될 일인 내 저리 되는 말란 법 없는 내 가족 내 목숨 값 원한다,34.22의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
뉴스 지병 환자 기 질환 환자 죽 사람 표현 하면 유가족 특정 감수성 뒤집어져서 난리 날 사용 하지 않은 듯 지금 맞는 백 신들 막는 바이러스 대부분 델타 변 이전 위력 강했던 코로나 바이러스 백신 걸 전달 했으면 긍정 인 반응 가져왔을 거 생각 함,34.9의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
말 방귀 코로나 확 진자 수의 통계 정확하지 않은 수 있던 말 싶은 해도 코로나 치명 률 백신 인한 사망률 낮으려면 확 진자 수가 지금 최소 배는 되는 거 그게 말 된다고 생각 하는 지금 백신 맞는 게 위험하냐 안 맞는 뻐기는 게 위험하냐 갑론 박하고 있는 거 안 보이니,39.32의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 맞는 사망 사람 명 아닌 백신 때문 사망 했으면 주장 하는 사람 이라 잖아요 내 답답하시네,37.28의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
론 머스크 정확히 비교 하려면 코로나 확진율 사망률 계산 해보는 하지 않은 사람 코로나 확 진자 인 건 아닌 연령 대별 통계 내야 정확할 요점 사람 코로나 치명 률 백신 사망률 높으니까,34.0의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
꼭 맞은 마라,34.41의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
창 김곡 맞은,33.97의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
요즘 어떠신 가는 앞 백신 맞은 않은 추천 드리는,33.96의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
홍 직 두 그러는 이제 안 맞은,34.55의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
어서 건강 낫다 시기 기원 합니다,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
맞은,34.41의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
차 접종 하지 마시길,33.76의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
따지면 나가서 노 본인 자유 전문가 백신 맞는 권유 있는 안 맞는 버티는 거리 두기 안 사람 별반 차이 없는 봄,37.69의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
군인 선택 권 없는,34.3의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
뀤꽯 마스크 쓰잖아요 백신 같나요 지하철 회사,33.79의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
뀤꽯 추방 해보는,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
강물 답 겠죠 평생 사회생활 하지 마시고 집 계셔 밖 마스크 쓰는 다닌 비현실적 회사 밥 먹을 땐 마스크 쓰는 식사 하시나 부득이 하는 식당 식사 하신 땐 백신 맞은 사람 최대한 코로나 예방 치사 율 줄 집단 면역 형성 하려는 접종 하는 거 모르는 부작용 때문 안 맞는 거 면 많은 사람 접종 할 이유 없는,40.08의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
삼별초 맘 안 들면 추방 추방 거리 클래스 어릴 마트 장난감 안 사주면 우는 애수 준 다른 바 없는,34.18의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
축배 들어라 군인 백신 접종 우리나라 지켜주 셨으 면 좋은 국군 장병 파이팅,33.92의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
뀤꽯그건 잖아 넘어왔냐,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
뀤꽯 백신 맞는 돌파 감염 집단 면역 안 되는 거 이스라엘 미국 답 나왔잖 슴 본인 중증 가는 걸 막는 주는 남 전염 안 시킨 아닌 자꾸 백신 남 맞는 거 생각 하지,37.44의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
뀤꽯 백신 집단 면역 안 된다는 거 돌파 나오고서 증명 됐는데 아주 백신 맹신 하는 꼬락서니 무식하기 짝 없는,35.64의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
인과성 인정 안 해주는 이야기 지 래야 하는 까는,33.87의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
뉴스 나오는 통계 인과성 인정 사례 만 반영 거나 자체 순 엉터리,34.02의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
진짜 영상 역설 백신 맞는 죽었는데도 인과성 인정 안 되는 피해 보상 못 받고 당하는 사람 만 신 된다는 걸 알려주고 있는,36.79의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
정직하게 책임졌으면 믿었다 내 맞는 아픈 건 괜찮지만 그런 나를 돌보면서 아무런 지원 못 받을 부모님 생각 하면 억 무너질 거 같은,34.2의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
훠훠줴뫄 음대 발표 할 겁니다,34.97의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
코로나 죽는 사람 기사 안 올라온다 해서 없는 게 아닌,34.57의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
정치 쇼 려고 그런,34.63의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
무식한 헛소리 하지 말 자코 벌써 돼가 고 백신 연도 채 안 됐고 코로나 사망자 대부분 초기 대응 늦어 치료받는 못 받은 사람 뭘 알 고 떠드는 허위 유포 하지,34.6의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
공감,34.63의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
마스크 이산화탄소 흡입 폐가 작살 나고 면역성 현저 떨어짐 가까운 마스크 씌워 났으니 오죽하겠음 식당 법 먹을 마스크 벗음 실외 한산한 거리 마쓰 크를 철저히 쓰게 된 세뇌 프로그램 성공 코로나 백신 떠나는 마스크 실외 벗음 다니자 앞길 창창한 데,33.8의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 안 맞은 걸리는 확률 볼 수 있는,38.0의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
교복 제로 투보 쉴 분,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
안 맞는 째 잘 살 고 있는,34.37의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
무증상 환자 검사 해보기 전 코로나 걸렸는지 안 걸렸는지 모르는 거 숫자 전체 환자 되는 건 알 전 국민 검사 해서 무증상 환자 집계 아닌,34.23의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
무증상 이상일 리가 없는,34.06의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
수학 하신 건지 모르는 기존 명 코로나 확 진자 무증상 프로 더하면 명 되는 명 아닌,34.06의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
무증상 환자 건 뇌피셜,34.61의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
숫자 오류 심하구먼 감기 일종 인 코로나 바이러스 추정 거 전체 인구 코로나 검사 해서 코로나 백신 사망률 발표 하든,33.64의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인정 안 하는 건강한 사람 주사 맞는 있는 당연한 주사 문제 지 한국말 위대함 덕분 말 이해한 할 수 있지만 문법 어법 상 두서 말 하신 책 읽으시는 걸 권장 드리는,35.61의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 개념 이해한 오시 거 추천,33.91의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
붉닼 문법 충,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
붉다 문법 이상하다는,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
발화 말 할 언어 규칙 문법 이야기 하는 게 원칙,34.04의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 때문 죽었다면 당연한 사실 확인 해보는 되는 백신 맞는 죽는 치자 해서 사망자 명 잡아도 코로나 사망률 배 높은 난 접종 안 중립 입장 지라시 선동 되는 보는 멍청하다 생각 함,37.1의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
알파 맘 원칙 따지는 거 면 쓰는 마라,34.51의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
배 숫자 개구 지라시 생각 안 해봤음,33.9의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
붉다 어우 그러고 살 면 안 피곤하냐 정말 이지 한심한 예민함에 극치 사회생활 잘 할 수 있는 싶은 책 만 읽고 융통성 사회 성은 제로 듯,34.02의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
북박북박,34.63의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
뉴스 연령 대별 치명 률 나온 있는,34.32의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
잘못 봤네요 다행 포인트 잘 못 되었어요 숫자 백신 접종 코로나 확 진자 월등히 많습니다 저걸 치명 률 비교 해서 백신 맞은 된다고 설명 하는 데 쓰이는 게 비합리적 말 하고자 하는 개월 코로나 사망자 수가 명 정도 개월 백신 사망자 수가 명정 도입 출처 만 찾아도 알 수 있는 통계 좋죠 백신 사망자 수가 코로나 사망자 수 늘어날까 걱정 입니다,36.41의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
거꾸로 말 하노 중국인 입국 금지 안 종교인 기업인 문화인 자영 업자 국민 만 방역 지친 내 새워 개인 사생활 침해 수준 강제 처벌 방안 지랄 떠는데 자유로운 입국 했으면 부동산 국민 규제 만 말 안 걸리는 집값 폭등 시키고 외국인 부동산 투자자 신나는 짓 만 해대 고 했으면 반대 반대 했단다,34.17의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
귀염둥이 저런 좌 성향 뇌 가진 가르쳐도 못 알 아들 음 그냥 광신도 들이라 머 먼지 모름 그냥 무지한 저리 살 게 냅 두세요,34.72의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
그냥 언론사 팩트 체크 랍시고 나오는 거 반대 생각 하면 됨,34.48의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
그냥 확증 편향 빠져서 믿고 싶은 만 믿으니까 그런 거 아닌,34.23의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
게 가짜 뉴스,35.38의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
종편 잖아요,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
언론사 보도 국민 신뢰 없으니깐 사람 할 말 하는 유튜브 찾는 거임,34.15의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
언론사 대부분 그냥 가짜 뉴스 고문 찬양 하는 소리 안 함이게 언론 임,34.09의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
정도 면 병원 가보시지,34.63의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
세미 코로나 걸리는 죽는 사람 전 세계 없는 굳이 맞은,34.75의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
김형준 뭘 없는 우리나라 대도 중증 넘어가서 호흡기 다는 사람 있는,34.18의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 맞는 아픈 응급실 가면 피 검사 심전도 검사 하는 만 원 안 내야 댐,36.29의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
잘한 거여 죽는 겁 내지 나로 인해서 코로나 전파 정말 해서 안 됨,34.05의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
스타킹 재순 백신 맞은 걸리는 수도 있던 디,34.29의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
스타킹 재순 백신 맞는 부작용 생기는 혈전 가는 인과성 없는,34.8의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
스타킹 재순 백신 맞은 걸리는 전파 멍 청아 그냥 머 리 깨져서,34.52의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
스타킹 재순 백신 맞는 전파 안 되면 무조건 맞은,38.17의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 맞는 세 사망자 있었다던 데,34.3의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
연도 안 된 백신 때문 개죽음 운 맡겨야 하는 게 역 역,34.87의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
정확히 말 하면 지금 임 상 중인 거임,34.59의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
빨 라야 당연한,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
풍선 나오는 대충 만듦,35.0의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
기억 나오는 게 대충 만드는 거 개집 소리 지 만들어서 코로나 사람 뒤진 백신 접종 하리 최소한 선택 집중 해서 개발 거 대충 만들었다 버리네 능지 딸리는 건지 백신 관심 없는 건지,35.5의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
기억,34.63의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
풍선 나오는 부작용 많은 게 사실 승인 제대로 받지도 못 했고 최소 인원 상 거 백신 못 해도 임 상 개발 걸리는 일찍 버리는 건 사실 독감 백신 맞는 죽는 사람 있긴 젊은 사람 없었죠 나이 분 만 왔으니깐 변수 많은 대고 대고 재수 옴 붙어서 죽는 모르는 그런 백신 코로나 위험하게 느껴지는 건 맞는 거 같은 코로 나야 나이 젊은 사람 금방 회복하니깐,35.21의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
풍선 능 지기 딸리는 건 같은,35.01의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
코로나 백신 원래 존재 있었던 기술 임 기존 있던 변형 만 필요했던 거전 세계 천문학 인 엄청난 돈 인력 자원 지원 됨 과학 인 실험 코로나 백신 개발 순위 됨 개발자 팀 인류 팀 코로나 서로 정보 공유 해서 빠른 쌓일 수 있는 매우 많은 사람 자발 백 신 임상실험 참여 해서 단계 마다 새로운 지 원자 찾는 감소 됨이 모든 이유 합 해서 백신 개발 빠른 거임,34.15의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
봄 백신 접종 인 천만 명 명 죽었는데 백신 인과성 있던 판명 된 게 명 그게 말 일까 하루 우리나라 명 자연사 죽는 백신 접종 지 달이 넘은 지금 천만 명 죽는 명 자연사 아닌 백신 부작용 인해 죽는 맞이 사람 만 있던 법 있나요 대부분 백신 인과성 없는 자연 사일 확률 크다는 얘기 코로나 사망률 비교 보아 백신 접종 후 사망률 코로나 인한 사망률 비해 턱 적은 게 팩트 고 요도 대체 백 신 부작용 많은 건지 인터넷 널 부려진 선동 글 보고 고대로 믿는 분 많은 안타까운,34.45의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
